feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
yagG	ResistanceType	No	1.02109611935148	0.0175068241997854	5.17444316793535e-07	0.000209047503984588	CPLM	1.01	6	6	0
yjiY	ResistanceType	No	-1.17205872840388	0.0195753223789321	4.65996066446377e-07	0.000209047503984588	CPLM	1.963	6	6	0
hsdR	ResistanceType	No	-1.13164934382585	0.0235886027247224	1.12942052934491e-06	0.000228142946927671	CPLM	1.99	6	6	0
yagF	ResistanceType	No	1.25327157151944	0.0252975005478906	9.93349802429592e-07	0.000228142946927671	CPLM	1.01	6	6	0
ydbD	ResistanceType	No	0.876012920570207	0.0571308958343673	0.000105530549704888	0.0170537368323099	CPLM	1.01	6	6	0
yeeV	ResistanceType	No	0.170034116750347	0.0148149844384113	0.000328961894864795	0.0443002018417924	CPLM	1.01	6	6	0
