ID_REF	Parent strain_rep1	Parent strain_rep2	Cefoperazone (CPZ) resistant strain_Line1	Cefoperazone (CPZ) resistant strain_Line2	Cefoperazone (CPZ) resistant strain_Line3	Cefoperazone (CPZ) resistant strain_Line4	Cefixime (CFIX) resistant strain_Line1	Cefixime (CFIX) resistant strain_Line2	Cefixime (CFIX) resistant strain_Line3	Cefixime (CFIX) resistant strain_Line4	Amikacin (AMK) resistant strain_Line1	Amikacin (AMK) resistant strain_Line2	Amikacin (AMK) resistant strain_Line3	Amikacin (AMK) resistant strain_Line4	Neomycin (NM) resistant strain_Line1	Neomycin (NM) resistant strain_Line2	Neomycin (NM) resistant strain_Line3	Neomycin (NM) resistant strain_Line4	Doxycycline (DOXY) resistant strain_Line1	Doxycycline (DOXY) resistant strain_Line2	Doxycycline (DOXY) resistant strain_Line3	Doxycycline (DOXY) resistant strain_Line4	Chloramphenicol (CP) resistant strain_Line1	Chloramphenicol (CP) resistant strain_Line2	Chloramphenicol (CP) resistant strain_Line3	Chloramphenicol (CP) resistant strain_Line4	Azithromycin (AZM) resistant strain_Line1	Azithromycin (AZM) resistant strain_Line2	Azithromycin (AZM) resistant strain_Line3	Azithromycin (AZM) resistant strain_Line4	Trimethoprim (TP) resistant strain_Line1	Trimethoprim (TP) resistant strain_Line2	Trimethoprim (TP) resistant strain_Line3	Trimethoprim (TP) resistant strain_Line4	Enoxacin (ENX) resistant strain_Line1	Enoxacin (ENX) resistant strain_Line2	Enoxacin (ENX) resistant strain_Line3	Enoxacin (ENX) resistant strain_Line4	Ciprofloxacin (CPFX) resistant strain_Line1	Ciprofloxacin (CPFX) resistant strain_Line2	Ciprofloxacin (CPFX) resistant strain_Line3	Ciprofloxacin (CPFX) resistant strain_Line4
aaeA	50.6482194	46.06803024	57.16737012	85.01140286	51.75482024	66.79033321	65.6697325	60.99974643	49.38461512	62.70501226	58.57854571	54.40493595	43.32167429	62.92202202	63.11406738	58.57854571	48.21711405	54.94741679	63.95713667	55.85040071	80.15566774	54.32495762	59.62182163	58.02763845	73.52709226	51.42326952	62.13949262	63.11406738	46.27734357	66.92289869	75.61157143	78.4885694	50.46468274	57.78973167	83.37779298	100.2250661	55.55495821	63.81422476	76.3864025	67.87898929	68.2612544	67.19702667
aaeB	57.60150155	51.75482024	37.36482095	70.18865726	41.5975406	45.43116107	59.94191583	38.74541024	37.985235	52.67519583	70.05993798	50.55373	45.5163381	82.46399643	44.26848226	36.76017298	39.489255	58.78461631	58.02763845	53.74811071	55.04819393	46.01088952	37.75975714	35.63983405	57.07425774	54.40493595	36.62268024	40.25496393	32.86121607	45.84873095	51.42326952	40.72608857	45.95004988	49.73083917	66.23892286	83.08896774	49.94360119	45.03360476	75.61157143	61.34413988	63.81422476	52.40131381
aaeR	363.9062238	303.6366655	261.2930845	314.6070071	298.4079476	452.7328321	268.3488893	376.9060417	219.9487226	306.5850619	406.8991571	259.5382381	314.6070071	427.0694333	413.093381	299.9292452	388.2777869	389.3861405	555.580594	525.3591726	345.6823167	325.746619	325.3284548	280.8554107	385.307356	309.575856	375.698325	400.6018048	305.9828202	363.2021893	348.0812369	494.2813298	325.746619	380.679456	494.8934429	389.3861405	338.6744024	383.9944155	516.200456	536.0043345	472.224769	485.0979595
aaeX	260.4279083	262.1705524	207.6742798	242.3918024	300.9730905	313.3903976	230.792619	227.1272762	150.4663745	250.5020662	435.1973905	205.7763643	241.3372964	360.8570262	361.4583226	277.2672702	348.0812369	350.6557202	305.5345369	335.3378393	311.8136143	233.3734357	226.0377762	211.2350745	295.8619143	286.7283012	326.6808321	360.8570262	254.9451298	320.2736298	279.7237881	210.0848405	263.1101071	201.9507012	323.1157321	318.0143048	293.7385369	235.0033679	469.4248274	384.758844	434.6631762	311.8136143
aas	433.3664583	432.7571917	285.7058429	233.0717429	314.6070071	385.8413071	350.0440929	303.2051643	429.1213214	432.7571917	407.9596119	298.4079476	379.4233274	245.331625	366.9494833	334.1966643	521.0721905	470.1150881	332.5419667	407.9596119	456.2715071	363.9062238	407.9596119	411.2255893	298.8788131	335.9025774	486.309206	431.9385131	355.4651929	376.9060417	333.083944	207.3467119	426.6064583	145.2243306	346.7754726	375.0540012	411.2255893	468.8119845	305.9828202	668.1766381	180.9843161	469.4248274
aat	748.4649976	763.202775	719.5424702	728.5657702	419.2605345	684.8267929	593.322931	587.0105512	521.897175	563.1939643	626.9013798	540.5199429	1018.818199	751.6894643	720.7007345	557.9569536	1011.620615	1014.238679	599.7989988	687.1022774	487.0170083	713.7506143	603.1847476	603.1847476	577.0768869	478.9710155	659.8911393	613.5240988	647.6692762	548.7944869	502.7766869	545.8159155	868.126219	571.9291917	497.8681679	895.0270881	656.7817119	611.6618179	560.0882964	557.2139214	832.5777536	462.2959071
abgA	48.47824298	56.62694964	51.15163405	43.581515	35.21754143	47.63819393	34.79347655	36.76017298	42.07778214	45.5884481	29.59898881	47.72012786	52.58059536	30.15523881	54.03163643	46.9482494	59.21165952	52.29370155	38.17009125	38.92590536	37.14553726	40.72608857	42.13937214	37.75975714	38.74541024	45.34279488	47.97071536	55.76614476	40.25496393	35.48940607	45.5884481	50.6482194	39.80505917	25.19707388	42.72443429	44.04029512	35.84422976	41.95151286	61.76784536	60.34239345	31.95885029	39.0515392
abgB	70.64088286	76.82249214	92.14933929	63.20497202	50.10193095	49.29491274	49.54837417	55.23297655	65.55483726	63.95713667	46.54178845	60.91863714	54.7503356	40.59185167	66.35716607	74.38982726	70.7422919	61.89084857	41.89340786	58.22301548	68.63671929	87.92203119	59.43498179	43.77155464	51.15163405	33.49078298	56.76878476	56.21985095	45.5884481	67.33380554	74.5272831	74.78315905	51.99587	41.66378786	50.55373	38.5292619	58.02763845	59.11446321	86.41205369	64.83781083	41.39712548	82.78077548
abgR	9.052296476	5.847510321	7.456677905	7.712596583	7.519716274	9.624220036	7.436246452	7.679450738	8.335903202	10.8495288	8.260581595	9.75700075	9.2607465	7.065945548	8.260581595	10.2446252	9.092903702	8.535323202	7.034742143	8.753700262	9.582180619	9.682011548	11.94759996	4.99191275	6.431925583	7.736127071	5.856236345	8.574104988	7.29675325	5.137738179	8.980132024	10.18616849	6.442820929	10.26317098	8.368705393	11.7221513	9.790354333	13.07052775	7.957399048	7.661999655	11.13931989	5.62927275
abgT	11.98799556	10.60435886	19.81710048	28.05544526	19.57055696	15.63564073	21.72372452	11.25965449	13.55352487	14.45689133	14.43738877	15.16264723	12.09304018	15.27325256	12.35972114	27.13856277	14.55356867	19.08271925	19.08271925	11.28113246	13.62961232	17.51446787	11.55065377	19.53079606	18.80606479	20.94681295	12.02620863	12.11552562	17.24832812	16.05884093	18.61736431	18.23830817	13.1553424	14.31468726	15.77372806	14.08347226	9.904793464	12.685424	18.61736431	22.07998143	16.67805148	9.193936143
abrB	122.1952398	141.3892446	76.51006024	69.36101131	101.0573146	123.2288398	84.83401798	108.5336127	83.24756857	106.9274976	135.937782	131.6246995	128.4622601	132.5073768	127.446544	138.1468375	114.1986865	142.0339219	78.66091702	86.96439476	105.1179538	109.3124102	138.429235	98.81923345	116.1938999	88.30407143	128.6478807	129.7749045	101.6997062	106.2674212	101.9471194	113.8933023	92.52139857	79.26384214	95.6934425	127.446544	105.6449507	120.7024956	123.2288398	138.6760893	91.01259179	121.6943243
accA	6402.890702	6381.695512	5645.341083	5803.025952	13304.01075	7258.36544	10086.88298	4971.605952	11968.10195	10432.20315	5200.508738	6628.766738	5627.529345	7311.250976	7685.868726	6687.871595	7183.372714	15598.07048	6563.257583	10370.10792	7542.599	8945.696024	5752.314798	5841.166881	6212.421631	6666.593714	7233.883631	7110.485155	7636.125679	7258.36544	6712.89219	6150.398179	7517.264619	6402.890702	4451.612214	6712.89219	5627.529345	6194.211202	6480.064726	5110.169452	6302.6085	5787.664571
accB	10002.38061	9796.197869	7920.338726	8672.554786	7258.36544	9833.793488	9207.589167	7369.043976	9796.197869	9536.048952	9251.771631	9658.850345	8945.696024	11114.01036	9618.734405	10633.18535	10777.50554	10479.57999	8406.904524	10002.38061	8748.71844	9913.388036	7542.599	9748.893976	9168.584095	10140.98873	8194.727964	8860.56419	9207.589167	9363.22475	8907.97669	9960.079536	10432.20315	9699.261238	6423.199714	7183.372714	7833.788381	7952.552298	9833.793488	11053.40654	8194.727964	7585.758476
accC	6606.753238	6944.138952	5028.833345	5081.37706	4660.65931	6563.257583	4950.920405	4046.488238	6194.211202	5876.562655	5696.712429	6212.421631	5752.314798	7685.868726	6583.332012	6787.711833	6498.14544	6787.711833	6036.942393	6944.138952	5996.703214	6915.819214	4998.989786	5664.918024	5359.761702	5996.703214	5876.562655	5593.738726	6248.800464	6285.440393	5544.082488	6650.116714	6787.711833	5664.918024	4025.444464	6150.398179	5081.37706	4799.697631	7110.485155	7392.489393	5229.987476	5110.169452
accD	3968.447214	4003.300548	3815.848857	2957.461321	2734.281012	3925.509774	3717.937464	3877.796488	4201.431274	3959.165893	3886.073738	3579.068845	3815.848857	3710.908512	5169.304738	4366.151821	5169.304738	4940.126286	4128.48725	4770.665036	3480.603679	4314.382869	3611.345405	4201.431274	4888.623881	4201.431274	3579.068845	3824.934583	4003.300548	3860.683738	4620.948845	5766.85456	4128.48725	5169.304738	2353.079202	4210.65306	3501.928405	3762.371083	4201.431274	3472.314857	3539.700548	3486.930036
aceA	6341.176214	6323.721881	7609.734548	6666.593714	1247.980302	4687.731298	3886.073738	11796.00226	5610.09606	4153.133869	17078.29571	12238.36898	7833.788381	8366.794869	4985.202202	5737.462631	5110.169452	2456.89025	14086.34594	3780.035738	10328.74989	4786.72744	6302.6085	5752.314798	6650.116714	3073.20156	8304.712262	7460.597702	6737.261036	6542.380381	10633.18535	10187.77914	8075.793595	11728.52837	12988.5967	6133.65981	3457.095988	5153.208786	3345.553631	3265.42794	7812.881631	6175.141583
aceB	5716.371417	5664.918024	9023.048226	7685.868726	1464.336798	4835.374	4712.84256	12164.04281	5183.52525	3985.208702	11883.80371	9409.628024	7812.881631	9363.22475	4823.850286	5935.73294	4476.965155	2506.435655	14161.48169	3753.04625	10479.57999	4463.143679	5444.442536	5737.462631	6402.890702	2990.767643	6995.353202	7392.489393	5973.649357	5409.503524	10826.06077	8194.727964	5818.342393	10002.38061	12448.23558	4093.470905	3604.476726	6077.74594	3033.674714	3301.701976	8945.696024	6150.398179
aceE	14774.28048	14683.97905	11728.52837	11796.00226	28127.2825	14086.34594	13134.30332	23111.92286	14161.48169	13473.99963	11053.40654	13711.01464	20667.04452	11796.00226	22590.99857	14359.89535	38177.58929	19243.30536	7135.606167	18482.7756	14774.28048	16956.29833	17668.34286	19599.81869	15854.04369	17961.99631	8817.038571	11280.73129	9796.197869	14161.48169	9618.734405	5803.025952	10532.41636	7750.902274	20526.31845	10140.98873	16408.7331	24993.47333	15598.07048	19717.30119	6498.14544	16956.29833
aceF	12448.23558	12448.23558	10232.24098	10633.18535	21662.41571	10086.88298	8476.326012	16865.18143	10826.06077	9658.850345	9913.388036	12988.5967	14958.8844	15854.04369	19095.39214	11656.88727	26277.9144	15854.04369	5462.253917	17668.34286	11560.1759	14359.89535	13982.03161	14258.42282	12753.34495	14958.8844	7284.854155	8817.038571	8748.71844	12238.36898	6737.261036	4620.948845	9127.963071	6194.211202	17850.84333	10826.06077	13388.23481	19243.30536	12916.71857	17961.99631	9095.074917	13054.73557
aceK	654.2975845	754.1449774	978.7452619	709.5308893	244.9532036	675.5095107	646.4691798	1112.807039	764.0537274	502.1671726	1703.401167	1278.50786	919.3339179	1386.533076	448.9675333	662.3409833	539.8144631	358.7680774	1517.83963	394.064331	858.7479452	687.9775536	566.629656	601.4972726	593.322931	396.6304345	936.1866798	746.8079167	728.5657702	712.8669155	1345.761724	815.7387833	577.0768869	993.4030917	987.7499345	435.1973905	390.9446286	802.1393988	424.6721702	424.6721702	1300.291654	955.9662524
ackA	4799.697631	4903.956857	4366.151821	4463.143679	3409.178155	3371.482631	2714.893238	5093.797452	3516.778595	3103.920571	2719.198202	4403.776012	5952.45094	4439.779405	8860.56419	7920.338726	12510.01429	6628.766738	3587.685726	4940.126286	4416.375464	4115.069952	7812.881631	6150.398179	6968.959464	5327.658024	2559.20819	3604.476726	3753.04625	5215.00244	4220.026024	2554.581762	3886.073738	5359.761702	3676.700381	3292.877429	3843.907667	5787.664571	5169.304738	8075.793595	2132.317238	2157.095238
acnA	876.5852405	863.0282667	1509.02751	2469.179381	1485.282877	2452.552155	1098.529558	2163.910012	1001.453775	1383.684443	1333.323287	1755.76919	1433.108071	1254.61409	854.5172952	1069.512367	610.2872631	307.9430869	2526.586202	1196.275312	1479.607519	1143.209142	3292.877429	1412.204361	1418.96063	4950.920405	1298.311388	2157.095238	1318.883307	1188.044798	1014.238679	1080.322404	1615.753275	1368.050131	4403.776012	706.6476083	1462.593629	2501.61575	1727.730536	2019.397167	2191.74375	1303.570604
acnB	8194.727964	8476.326012	5307.691952	2609.320512	8601.851095	4786.72744	6150.398179	10002.38061	11228.97151	5841.166881	13134.30332	6480.064726	8713.577524	9618.734405	9319.229821	5110.169452	6036.942393	3925.509774	6712.89219	9023.048226	5110.169452	8635.68281	4352.355369	5544.082488	9127.963071	5215.00244	10041.77901	7311.250976	7867.025274	9870.956488	6628.766738	11053.40654	15180.56179	6518.410679	4190.284667	6583.332012	7311.250976	9409.628024	4770.665036	5737.462631	5557.169821	7661.781667
acpP	43548.43714	45560.11512	44969.095	50840.21929	40838.83286	42613.9756	49548.63155	51402.1531	43548.43714	39443.86357	54455.05774	38635.50298	40328.48571	37334.02738	49548.63155	40838.83286	59345.03107	55477.56119	53192.86548	45560.11512	46993.19833	42613.9756	53192.86548	53797.98679	56088.21524	55022.35476	50210.71095	44501.73512	46026.2256	41236.65333	55022.35476	60037.45286	40838.83286	60690.89476	39880.92226	47505.99952	53192.86548	44501.73512	55022.35476	39880.92226	49548.63155	38177.58929
acpS	762.3742905	771.3485274	917.973244	470.1150881	860.6846536	734.7582952	555.580594	808.1075929	745.9010607	671.490681	552.9344976	1048.47994	704.7467702	491.8421738	858.7479452	1224.675267	589.5201143	634.1118643	663.0862452	636.899581	672.148475	659.8911393	1032.849752	924.0417821	753.100244	824.2022179	813.4146738	832.5777536	849.1610679	797.343019	810.9936714	673.8415619	830.4039893	560.7810012	375.698325	460.6888452	656.08275	910.1207274	763.202775	636.899581	479.7609048	576.2137476
acpT	775.3799881	779.93475	659.1050714	643.8932321	502.7766869	628.7743607	558.6087607	536.0043345	592.6356464	646.4691798	508.6775393	861.6924667	621.5658464	876.5852405	751.6894643	631.4333786	794.6708702	808.1075929	872.5494417	893.8615143	669.0611702	858.7479452	934.9131048	822.0356595	530.297219	992.4092095	705.6307643	609.3732012	669.0611702	632.2126881	526.0479607	810.9936714	709.5308893	543.9588381	778.1313845	946.150125	610.2872631	603.8907179	590.2796095	570.3720036	895.0270881	803.948175
acrA	2812.1205	2790.388548	3676.700381	2915.45894	3995.178369	4888.623881	2572.390512	2506.435655	2666.19706	2541.276405	2758.212083	2277.402988	2869.650262	1422.864725	2432.434488	2957.461321	2223.458583	2822.565262	3409.178155	2541.276405	2498.101762	2577.198512	15964.77143	5474.583131	10878.20462	7411.167333	3052.482548	4687.731298	5841.166881	2747.053667	2962.84975	6036.942393	5139.955798	4340.173381	6077.74594	4037.105607	3834.207774	13304.01075	5973.649357	14359.89535	3046.680893	10284.72546
acrB	3309.43194	3286.466369	4971.605952	3115.222131	4950.920405	6687.871595	2968.631048	2822.565262	3431.724464	2984.795583	3064.735774	2973.573452	3464.833476	1903.069405	3127.827036	3457.095988	2339.294988	4093.470905	3815.848857	3355.30506	3073.20156	3486.930036	19717.30119	7719.265488	14086.34594	9833.793488	3618.733226	6267.713274	9363.22475	4003.300548	3925.509774	7311.250976	6968.959464	5952.45094	7041.367095	6870.904631	4701.020429	21122.44214	7891.545583	17182.88667	4660.65931	13388.23481
acrD	75.75274095	71.87618833	65.46464702	67.99938476	58.87121857	80.75095643	81.12495496	77.86914905	69.36101131	89.2088881	77.29175167	62.13949262	72.11919226	69.92016155	85.85887143	78.31488583	217.110994	95.6934425	66.79033321	67.33380554	72.84017607	70.64088286	59.21165952	59.84606905	93.78021929	64.23279405	67.19702667	78.31488583	52.29370155	74.38982726	84.66218262	84.66218262	65.6697325	83.82350583	82.78077548	96.08074857	83.37779298	72.41425631	123.6890492	104.1696045	87.14743821	89.72160202
acrE	26.07404381	36.20839952	31.55367476	27.63725083	30.23855095	36.15248345	31.44783345	31.10331024	34.01027333	30.70838393	22.80629558	25.35889214	25.93288214	26.11438619	37.08082536	41.45651679	39.10407643	34.08074119	29.4804056	36.49122381	38.80425488	37.49023226	45.25296679	33.10854548	42.80544893	43.23390393	31.61387833	31.73057012	28.9582756	33.29810464	39.4309631	50.82357583	39.62909139	31.34887488	26.67041667	31.19212702	28.79989774	30.23855095	46.9482494	38.68045929	29.88451298	37.49023226
acrF	31.39705214	36.081025	27.04119988	38.80425488	35.70767333	34.98842548	39.10407643	33.36621726	34.24932655	34.98842548	46.27734357	48.99613476	30.10025976	38.46803	39.3639706	30.60782083	37.56924821	35.84422976	34.35049587	43.64705393	47.43403381	39.23412393	35.42768286	26.54804512	41.66378786	40.65266048	24.12848494	36.02168	36.76017298	30.82480238	30.2970456	34.85244012	36.20839952	37.56924821	26.99555738	51.257365	29.25067083	31.34887488	35.35535301	37.29718619	38.10875321	31.44783345
acrR	455.4735976	429.9176	1613.776318	323.6966024	369.8017179	452.1526369	362.5373345	431.2823417	370.8078095	282.4062571	545.8159155	418.6759643	417.3595	428.3247286	384.758844	474.2414607	383.240519	399.9882976	313.9353583	354.3991536	421.3361607	296.8837345	1119.926438	1405.055854	2436.171905	366.3933393	531.0348274	1041.9884	2173.703024	444.6186464	491.8421738	1830.810702	1873.669845	1720.853474	1524.091101	514.9392988	530.297219	1732.1035	483.8442036	1022.039401	1841.000881	1974.563917
acs	306.5850619	296.343569	295.8619143	201.2143774	363.2021893	98.21409988	252.697675	751.6894643	623.7410667	179.3399631	715.732306	738.2318714	1121.203461	180.9843161	153.7062752	487.0170083	73.6464244	66.14154405	199.2837952	158.645209	282.8040833	218.8072906	86.41205369	237.4915381	356.1179631	218.4124083	631.4333786	280.2223369	425.8900619	616.8484202	254.9451298	392.8486036	1037.963945	349.4574095	294.7920429	196.0409226	295.8619143	304.8538988	102.3925931	99.16117214	179.0696517	472.224769
actP	254.9451298	257.3084095	197.1476179	152.2267493	241.7235	88.11547786	216.4216667	516.200456	522.5614798	140.328329	768.2081393	656.7817119	775.3799881	237.1262048	131.6246995	353.8894143	72.27705512	97.00642976	129.2246465	125.068146	175.9247836	197.5950929	62.70501226	166.9314652	296.8837345	176.8747917	477.5292214	208.9727714	319.0356952	502.7766869	209.3502202	326.2154643	1005.928967	320.2736298	178.7369751	196.3519023	238.2725524	182.9189202	96.30771012	87.76987964	163.9230474	304.8538988
ada	107.6960744	111.1704986	201.2143774	272.9459107	177.2305274	227.1272762	199.2837952	182.5769737	108.3170989	178.4248065	130.7945935	176.8747917	121.9292007	194.4877036	163.0747795	110.9543819	141.3892446	134.7560971	236.6964774	242.0726976	146.4007271	196.0409226	153.7062752	159.2208594	142.845786	136.5149118	127.1705385	145.2243306	131.8794429	128.6478807	119.1889014	149.5886248	121.208833	165.8769367	265.0788012	178.4248065	128.4622601	139.2399329	156.3468633	138.1468375	335.9025774	180.9843161
add	160.4549708	179.0696517	128.1693094	222.5798945	232.2533774	185.0880226	259.0124798	166.5940433	152.5858179	204.588569	150.4663745	134.7560971	139.8020086	135.039045	192.8780167	132.5073768	260.4279083	263.1101071	458.3035702	131.6246995	146.7155218	138.9766356	268.8876452	135.937782	480.44165	293.7385369	204.2605726	182.2042131	166.9314652	157.6470846	286.7283012	262.1705524	142.3445193	294.1547679	190.7666827	312.7689548	204.9477643	146.9924979	455.4735976	197.1476179	558.6087607	229.6923369
ade	96.75106405	104.1696045	55.04819393	44.5055694	39.68561726	75.00780452	56.42336119	71.98667845	79.88869417	60.1379584	80.47672583	137.0627883	117.9658836	182.9189202	98.21409988	130.0144658	64.23279405	94.61213214	68.36869726	93.36207107	71.15485464	74.5272831	110.7207104	94.78047095	69.92016155	93.36207107	90.6038819	90.04031619	95.02932083	87.37449024	172.6065119	87.76987964	157.3312065	53.6334894	91.82962821	76.99176286	78.8204419	104.4329852	100.8517646	85.71397274	69.92016155	181.8601262
adhE	8337.962631	8251.430464	9748.893976	16169.29071	8748.71844	9127.963071	5374.063667	12831.78439	8508.119345	5557.169821	4025.444464	6133.65981	7014.289321	5139.955798	10777.50554	4529.384012	9913.388036	5610.09606	8476.326012	14258.42282	11280.73129	10728.14745	22069.7194	12831.78439	9618.734405	8787.692262	5488.570845	5462.253917	7135.606167	7685.868726	9536.048952	4378.519071	6285.440393	8046.122548	9251.771631	10728.14745	7920.338726	24153.17274	4190.284667	6441.170357	6423.199714	5409.503524
adhP	955.9662524	975.1737083	4574.572524	8251.430464	3292.877429	2339.294988	2004.720274	1994.052667	1606.28969	2854.187631	1450.881917	3093.657476	1615.753275	1156.218061	1310.195714	2038.875262	1647.333939	941.377675	5126.497845	1988.435702	3925.509774	3472.314857	1741.76389	2738.590429	1156.218061	1649.436845	1161.634143	1300.291654	2113.236464	1305.134917	1081.912887	1988.435702	1478.070468	3685.323548	5052.832286	698.6572631	1488.65201	1336.869074	947.1421024	550.7127238	1458.553675	929.9954
adiA	39.0515392	30.95131857	33.06167667	34.9111844	58.96561619	53.74811071	52.58059536	30.15523881	60.34239345	107.9116761	43.77155464	38.98707881	26.497595	39.62909139	40.80199405	29.71408107	46.06803024	68.2612544	43.581515	42.22920262	48.53860476	40.32750131	44.56941155	37.14553726	40.19369071	37.69109952	43.18138048	38.17009125	43.89254619	40.80199405	32.2021606	45.43116107	47.0231144	39.85648536	34.79347655	65.6697325	38.68045929	40.46459833	49.11478333	31.39705214	44.56941155	38.5292619
adiC	55.95823429	44.87908369	30.66086893	41.95151286	54.24280786	37.0273075	49.81343512	34.24932655	54.94741679	426.6064583	38.17009125	43.18138048	47.22692964	45.69868583	51.35026333	33.81801548	38.68045929	69.0129556	46.06803024	44.79262488	37.69109952	37.82259679	55.15608976	55.95823429	45.43116107	52.50308869	29.02150798	42.13937214	32.60813381	39.31058714	33.69775745	51.93152345	49.73083917	36.081025	51.15163405	46.54178845	39.23412393	40.25496393	58.78461631	30.34375333	36.3307325	54.40493595
adiY	28.62119345	23.72527536	29.66317048	25.3072157	28.35407015	19.31775751	32.65077476	24.82372674	28.14969168	28.85880902	18.77756999	21.01273107	23.29804346	20.65872102	25.97962845	17.40936929	24.37092724	32.53984845	24.71328299	28.4251175	26.17919393	22.07998143	36.41472333	34.85244012	15.46045968	15.97679062	26.29006596	17.48190261	25.73525762	19.16902508	22.2089939	20.6179053	23.90414675	18.23830817	30.70838393	26.17919393	25.67328356	31.61387833	39.80505917	27.94948799	32.25760762	27.04119988
adk	8672.554786	8601.851095	7284.854155	5787.664571	8508.119345	7517.264619	8075.793595	7311.250976	6175.141583	8444.271226	8945.696024	11009.76245	8194.727964	8860.56419	13473.99963	13545.44664	9870.956488	9319.229821	7542.599	10086.88298	8568.896381	7563.77506	11506.60318	8075.793595	20821.96571	10232.24098	8444.271226	11796.00226	6944.138952	9023.048226	13624.89571	8672.554786	5593.738726	7891.545583	6462.085393	7431.28756	8476.326012	6870.904631	8907.97669	8366.794869	6787.711833	7952.552298
aegA	46.54178845	40.72608857	46.35995	46.06803024	44.72391226	73.93778405	46.82200524	60.79801095	49.54837417	51.257365	56.5172944	42.94684357	55.31049929	78.8204419	56.32578702	55.15608976	67.19702667	56.94954107	60.91863714	56.42336119	54.11015619	61.76784536	88.47648036	53.45937536	56.32578702	75.75274095	45.17668333	40.72608857	39.92047095	50.29355131	47.43403381	56.32578702	51.35026333	53.94075679	69.0129556	76.51006024	49.38461512	56.62694964	59.5485081	66.68034512	52.40131381	46.35995
aer	84.83401798	83.67505583	103.0111367	101.9471194	98.6223975	90.79211738	89.2088881	117.520231	82.14673762	122.4495394	124.3679744	113.4655389	74.87436679	140.328329	90.04031619	92.14933929	79.26384214	63.4514794	101.0573146	117.0551302	113.8933023	123.8835432	64.5985144	98.6223975	181.5929368	145.5728408	73.93778405	96.75106405	94.43119214	97.20056417	162.5507611	504.0575976	88.47648036	1154.821261	102.3925931	257.3084095	88.30407143	119.7782171	77.73628167	93.20385357	133.5717181	103.6657856
aes	29.42744251	23.52827679	26.78062917	25.51151346	25.56473357	20.52195577	26.83924714	26.73081702	19.13454446	22.25295132	32.44125819	29.14238783	26.73081702	31.04994211	22.25295132	15.77372806	33.76002717	27.80631643	25.7889752	18.36836233	23.76998994	25.88114512	38.05113583	31.85748012	30.15523881	32.65077476	27.68136365	17.87727912	22.3407013	22.29714813	17.6585202	31.73057012	29.88451298	35.63983405	32.60813381	40.80199405	26.22836131	29.4804056	26.17919393	18.6563722	28.62119345	32.75145548
afuB	73.6464244	65.1092069	70.90424595	29.0753475	35.84422976	41.89340786	43.18138048	47.43403381	33.43595083	49.38461512	29.83237226	50.36494286	45.43116107	42.02540702	39.23412393	56.42336119	44.96711714	39.68561726	29.97965762	36.81836179	58.02763845	42.02540702	41.32053869	36.41472333	25.7889752	30.60782083	50.00718036	48.99613476	60.99974643	38.05113583	28.47332155	44.04029512	44.96711714	26.22836131	35.21754143	33.10854548	43.82509595	33.69775745	50.36494286	37.985235	31.30000512	69.92016155
afuC	13.9346974	11.74105817	6.50571725	12.13881754	10.6590065	9.790354333	12.09304018	10.31316594	7.905766214	9.193936143	14.06183402	14.52946425	13.3823994	16.23164768	9.848827119	11.94759996	10.64053155	13.45782335	10.60435886	9.501100631	8.282169595	12.3762799	14.55356867	13.07052775	9.177218036	11.55065377	7.905766214	5.588668202	7.872143369	13.23918527	6.260118631	10.62280521	9.473797738	8.125441405	13.02582619	11.32201425	7.905766214	11.06145118	11.59514294	12.70785205	14.78653518	12.05069364
agaA	66.79033321	64.43387226	65.33617679	68.2612544	72.41425631	64.43387226	64.71715012	70.35277143	74.38982726	63.81422476	53.39216952	89.2088881	61.4865425	131.8794429	76.99176286	70.7422919	76.69515167	90.25691655	68.2612544	61.34413988	68.12456548	58.67583917	54.52269595	72.27705512	68.506595	78.66091702	63.20497202	61.99582631	66.35716607	64.5985144	64.08604869	65.9196594	76.51006024	81.62122905	69.5269831	141.6297086	102.5895396	64.83781083	74.10349857	47.63819393	91.69734405	120.2612226
agaB	14.83171031	11.24228695	11.28113246	10.8212323	13.02582619	11.10252471	11.61858893	23.24853015	11.90369608	11.25965449	15.92297036	13.75286971	14.65239857	12.60648773	9.434988762	9.644536071	9.454078714	7.476299702	20.79428787	13.07052775	7.757659143	12.39351821	13.62961232	13.95908956	16.67805148	15.53019146	10.16787618	14.06183402	20.48100506	16.57362329	31.66768179	9.888333762	17.34092095	20.65872102	10.6590065	40.19369071	23.72527536	15.10898237	15.32297405	17.21133989	6.039983643	16.51922699
agaC	25.84188418	23.10565905	18.23830817	18.6563722	21.28594421	22.88680132	20.48100506	26.60390054	26.03245493	20.94681295	25.25065232	24.75461107	23.40557854	27.23928262	20.44114733	24.08607785	17.21133989	18.40069037	22.88680132	17.40936929	20.01004025	16.18096773	18.71987224	20.32224596	22.03856694	21.25252527	18.80606479	25.97962845	27.75326583	20.85912661	20.19134671	15.97679062	28.1995578	22.07998143	21.25252527	37.56924821	25.6174444	23.44375442	30.8824731	24.66561107	21.56077377	24.75461107
