ID_REF	Parent strain_rep1	Parent strain_rep2	Cefoperazone (CPZ) resistant strain_Line1	Cefoperazone (CPZ) resistant strain_Line2	Cefoperazone (CPZ) resistant strain_Line3	Cefoperazone (CPZ) resistant strain_Line4	Cefixime (CFIX) resistant strain_Line1	Cefixime (CFIX) resistant strain_Line2	Cefixime (CFIX) resistant strain_Line3	Cefixime (CFIX) resistant strain_Line4	Amikacin (AMK) resistant strain_Line1	Amikacin (AMK) resistant strain_Line2	Amikacin (AMK) resistant strain_Line3	Amikacin (AMK) resistant strain_Line4	Neomycin (NM) resistant strain_Line1	Neomycin (NM) resistant strain_Line2	Neomycin (NM) resistant strain_Line3	Neomycin (NM) resistant strain_Line4	Doxycycline (DOXY) resistant strain_Line1	Doxycycline (DOXY) resistant strain_Line2	Doxycycline (DOXY) resistant strain_Line3	Doxycycline (DOXY) resistant strain_Line4	Chloramphenicol (CP) resistant strain_Line1	Chloramphenicol (CP) resistant strain_Line2	Chloramphenicol (CP) resistant strain_Line3	Chloramphenicol (CP) resistant strain_Line4	Azithromycin (AZM) resistant strain_Line1	Azithromycin (AZM) resistant strain_Line2	Azithromycin (AZM) resistant strain_Line3	Azithromycin (AZM) resistant strain_Line4	Trimethoprim (TP) resistant strain_Line1	Trimethoprim (TP) resistant strain_Line2	Trimethoprim (TP) resistant strain_Line3	Trimethoprim (TP) resistant strain_Line4	Enoxacin (ENX) resistant strain_Line1	Enoxacin (ENX) resistant strain_Line2	Enoxacin (ENX) resistant strain_Line3	Enoxacin (ENX) resistant strain_Line4	Ciprofloxacin (CPFX) resistant strain_Line1	Ciprofloxacin (CPFX) resistant strain_Line2	Ciprofloxacin (CPFX) resistant strain_Line3	Ciprofloxacin (CPFX) resistant strain_Line4
ycjM	15.2973329	18.07807477	18.4361026	17.24832812	21.60597004	21.35814671	19.45876552	24.96179506	17.97267137	21.81698789	11.77761255	14.88963043	17.99794799	16.37380862	18.10794106	22.38039869	20.85912661	16.77371707	14.57742036	21.47928261	25.10198415	18.2050772	36.02168	31.39705214	18.83761067	20.65872102	26.83924714	22.12292263	18.86721002	29.53376452	14.33647642	12.11552562	22.29714813	22.25295132	24.12848494	18.68716458	23.90414675	27.63725083	20.01004025	19.9253713	20.83014582	29.66317048
ycjN	20.13053308	17.84283198	24.18980614	24.42247894	28.671395	21.13477192	30.23855095	21.81698789	24.04492226	19.20173879	20.68676926	21.76620593	20.09125523	20.13053308	21.43774421	21.25252527	26.17919393	21.51849849	28.14969168	22.63815361	25.67328356	28.14969168	25.84188418	33.43595083	25.93288214	29.83237226	25.6174444	21.01273107	26.40149571	24.61570964	22.99036863	19.9711466	18.10794106	22.2089939	26.29006596	22.99036863	27.08461488	23.03948164	28.4251175	25.46290479	22.25295132	21.43774421
ycjO	66.56036964	60.46592857	47.63819393	47.79703143	41.53130083	43.581515	39.4309631	35.54544488	46.74914298	42.28960738	36.081025	57.60150155	56.8676875	45.34279488	44.56941155	48.53860476	38.17009125	53.83745405	49.81343512	32.53984845	48.99613476	40.19369071	44.72391226	51.93152345	37.985235	39.56173989	52.77985726	34.4160494	44.5055694	33.81801548	31.95885029	43.47609179	41.53130083	35.9004556	44.26848226	33.94767167	37.49023226	41.12293036	30.70838393	36.76017298	39.23412393	56.42336119
ycjP	43.23390393	45.78251536	36.02168	42.94684357	41.95151286	47.09255179	43.581515	34.29471321	41.24748571	42.80544893	33.10854548	45.78251536	41.18470071	41.32053869	33.76002717	39.68561726	34.01027333	43.47609179	46.21699048	38.86754214	48.71114643	38.74541024	37.6330106	39.56173989	36.3307325	34.13417917	34.85244012	39.85648536	38.05113583	38.31256131	26.40149571	27.90288202	41.18470071	38.92590536	43.581515	30.44544607	31.10331024	39.16919036	37.21841655	35.63983405	39.489255	42.63206988
ycjQ	98.81923345	96.50975798	116.1938999	116.1938999	111.3981643	102.5895396	97.20056417	102.3925931	84.23802976	88.80532024	114.411146	94.05936964	106.7389368	107.4220468	110.7207104	128.1693094	121.9292007	137.3033742	102.5895396	91.51518607	113.185661	102.137185	97.00642976	103.45907	96.08074857	93.20385357	87.14743821	101.279769	99.34359833	93.78021929	85.54608976	69.92016155	106.2674212	100.4488138	99.34359833	62.70501226	82.9180975	97.6503481	74.78315905	104.4329852	81.47071274	77.47813655
ycjR	40.72608857	45.34279488	43.11544429	49.29491274	48.21711405	39.56173989	50.29355131	42.22920262	45.17668333	50.29355131	47.72012786	39.56173989	41.04747011	45.5163381	38.92590536	36.62268024	46.82200524	53.6334894	47.54724917	41.04747011	58.67583917	43.96786583	43.581515	51.08101107	46.35995	44.12352381	39.23412393	41.45651679	44.44778286	46.68428702	41.73461619	34.55344321	41.81750979	49.29491274	39.4309631	32.98778512	38.31256131	46.46461667	36.81836179	47.09255179	42.63206988	25.10198415
ycjS	63.70230071	55.66540536	46.74914298	51.35026333	56.5172944	41.53130083	55.85040071	55.15608976	47.0231144	51.99587	50.89750036	50.00718036	42.94684357	67.06490655	55.31049929	43.96786583	54.52269595	60.56456881	57.07425774	51.42326952	51.42326952	54.85221643	36.081025	52.20586965	44.87908369	42.50253488	44.56941155	44.72391226	57.60150155	38.5292619	34.49489226	29.4804056	45.03360476	50.46468274	44.38396095	39.62909139	48.21711405	48.99613476	37.44083595	46.27734357	51.83135036	36.15248345
ycjT	25.67328356	23.29804346	31.95885029	36.76017298	29.42744251	27.94948799	31.10331024	29.9389375	26.88329521	34.66951631	37.08082536	23.29804346	23.4915196	37.985235	23.72527536	27.18119905	32.75145548	29.18480062	36.3307325	30.70838393	29.4804056	32.60813381	40.46459833	22.93996907	26.11438619	24.61570964	21.81698789	31.04994211	23.69023564	27.38636349	21.31770849	19.35991126	24.00552045	32.69900238	31.90760874	30.15523881	23.56944777	28.35407015	20.5890295	30.99380845	39.92047095	23.69023564
ycjU	22.50832289	17.0989798	17.91257025	27.08461488	18.71987224	18.86721002	19.9253713	20.83014582	18.26793367	20.05186398	18.71987224	18.36836233	21.76620593	24.08607785	17.0989798	13.3549654	16.60452198	24.42247894	21.81698789	11.45598704	16.80977635	16.77371707	19.9711466	20.83014582	16.60452198	13.77494082	12.47868802	27.43805981	13.79737979	12.54304744	9.582180619	17.27134199	11.00253077	19.81710048	31.14379679	25.73525762	17.00785136	17.97267137	11.79631285	18.10794106	21.86119037	26.54804512
ycjV	14.6780282	18.74371435	22.99036863	36.15248345	21.3908047	22.93996907	28.85880902	24.52968743	20.36579813	16.428928	18.40069037	22.63815361	19.13454446	27.33514286	22.76678989	28.35407015	29.0753475	25.14734348	25.6174444	21.17314317	24.52968743	16.74267694	27.38636349	24.27982146	20.71561506	20.6179053	20.75130317	26.4471294	20.85912661	22.59951479	29.9389375	12.91191055	21.89777031	25.46290479	39.489255	18.36836233	27.68136365	21.47928261	30.34375333	20.5890295	35.29689679	32.2021606
ycjW	257.7646857	266.0908798	185.4125796	96.50975798	225.6737714	191.7352274	132.1491157	266.9163027	200.098847	158.645209	290.5794071	156.0203104	214.7930107	272.3779548	237.9078595	194.4877036	250.9663083	214.3511936	190.1044679	185.7919238	137.3033742	177.8138214	125.068146	198.8752095	278.2345583	160.1263965	209.3502202	230.373881	228.2331929	240.932525	208.3115	236.3929477	459.4172976	191.046756	54.68283595	187.2372476	174.9716621	228.6641524	163.9230474	216.633631	219.1926845	80.60467917
ycjX	261.2930845	247.8570643	154.0174338	189.0480167	193.1963155	151.9129471	112.926284	1238.55649	114.7531275	143.2164082	180.9843161	191.7352274	200.8115202	176.8747917	238.2725524	215.2208319	285.2297464	184.576581	191.3078714	142.845786	218.8072906	145.5728408	189.0480167	269.8191679	226.4628881	142.845786	282.8040833	278.2345583	217.110994	208.6135333	128.4622601	98.81923345	208.9727714	176.2831714	217.110994	182.9189202	212.6388679	476.8459607	189.0480167	203.517669	370.3796036	171.4964343
ycjY	6.740609417	7.334047286	7.791913345	9.177218036	10.03264179	9.742218679	8.260581595	6.53187225	9.375069214	8.354666345	7.334047286	9.644536071	7.808619905	8.109250548	5.76157344	10.62280521	8.125441405	8.90616506	8.945735143	10.01633117	12.11552562	9.888333762	6.813153393	9.826605095	6.399398679	6.675095976	7.436246452	10.56677637	7.888939964	9.214831893	11.88710805	9.375069214	8.822401321	12.22707815	7.550191667	7.141653952	6.50571725	6.060894333	9.644536071	10.67749692	8.962020024	10.27805096
ycjZ	6.115755357	8.801262607	10.04909901	5.598520881	5.325318929	5.253321429	4.696829369	5.469650036	5.414404679	4.779491655	5.76157344	7.065945548	6.675095976	5.195954595	9.127261714	6.104084488	10.42374846	5.958320726	4.966414238	5.995393369	5.616956274	6.145790429	7.29675325	5.284660798	6.17475944	5.095379964	7.98174475	5.509123821	8.995851988	7.352574155	6.209622	6.333960548	6.515578607	5.456576952	6.347709238	6.17475944	5.401023714	5.78473144	5.195954595	6.46005306	5.023950631	5.389990012
ydaC	5.945241964	9.501100631	12.685424	6.565458714	6.740609417	6.794990048	13.19357874	10.56677637	11.98799556	12.72494013	6.639312488	6.272847095	6.298643476	5.616956274	16.00514774	16.2834333	6.826954	9.092903702	12.91191055	16.64929886	8.995851988	14.78653518	15.50306744	9.682011548	9.524874226	10.80328849	13.49697401	13.57535261	14.08347226	9.904793464	15.48355854	10.78010151	12.06895379	13.52523925	9.127261714	7.034742143	12.80417254	9.790354333	20.75130317	16.93754908	11.81729899	11.83373998
ydaE	4.759412571	4.53432175	4.696829369	4.870123274	4.665226595	4.665226595	7.082613	7.141653952	9.888333762	10.42374846	6.957495107	4.696829369	5.354608917	5.369042548	8.190293524	8.022480357	10.2929143	6.347709238	9.2979085	9.644536071	7.533712429	15.22274258	7.496313	8.477376714	4.909861833	5.496932667	4.735437119	12.22707815	4.759412571	13.28538639	9.661775274	11.38111896	6.115755357	5.369042548	6.384092857	7.533712429	12.22707815	9.541321131	13.77494082	6.313676274	5.898942786	4.53432175
ydaF	7.94252244	8.039541048	14.01153438	14.57742036	13.1553424	12.93187519	17.0989798	17.21133989	19.64764431	24.56758635	11.94759996	9.560891881	11.98799556	8.424534048	14.48501239	22.12292263	23.10565905	16.05884093	15.68706657	20.85912661	23.1975806	17.61607694	14.15551681	13.43577261	20.2393356	18.77756999	11.92795567	15.50306744	18.04894169	22.83921249	19.53079606	17.58631785	17.6585202	18.61736431	11.04167964	13.57535261	22.88680132	15.92297036	33.56951821	17.58631785	17.12741325	21.63577213
ydaG	7.314640202	5.664597071	5.882168429	8.022480357	10.54771282	8.204310595	5.30564931	8.039541048	7.102323667	5.496932667	5.253321429	9.092903702	7.397238738	12.62233615	4.716027679	6.060894333	5.945241964	5.995393369	9.434988762	6.073535476	7.397238738	5.18295994	5.746731179	5.295647452	4.99191275	5.284660798	5.722289321	6.515578607	6.611183381	5.521334821	5.616956274	5.137738179	8.204310595	4.779491655	9.15794675	9.682011548	5.369042548	5.972327833	6.794990048	5.847510321	11.45598704	5.041157274
ydaL	19.88386745	12.82178831	12.74887648	10.06846037	16.12273573	12.6420884	11.81729899	15.5588177	13.3549654	11.1195846	13.9346974	21.51849849	14.17902289	12.84473055	16.12273573	19.45876552	17.12741325	14.33647642	13.13769157	16.12273573	16.15638694	17.45183277	18.86721002	13.21535842	11.74105817	11.92795567	13.9346974	9.434988762	13.28538639	10.64053155	11.81729899	14.28732277	10.1083379	11.39516937	14.11025863	14.33647642	14.15551681	16.51922699	22.50832289	15.38178207	8.770819464	9.706405238
ydaM	11.49850943	9.127261714	11.94759996	13.3549654	9.337035845	9.888333762	6.53187225	11.04167964	12.06895379	10.88921949	9.2979085	10.54771282	7.94252244	6.272847095	12.97529682	7.85524181	8.783495583	8.553952976	7.065945548	9.143663619	13.75286971	8.861723952	8.90616506	12.05069364	8.29831431	7.017912643	11.79631285	6.260118631	13.17726581	10.88921949	10.52503968	7.519716274	6.993712595	6.888443726	7.585714476	8.368705393	10.78010151	8.732716012	7.585714476	7.244796845	10.26317098	7.456677905
ydaN	46.21699048	45.95004988	29.4804056	24.66561107	28.24521643	30.55023702	30.95131857	28.85880902	39.68561726	32.02213869	23.64337468	26.78062917	37.6330106	25.01302425	30.55023702	36.81836179	36.62268024	39.98329738	29.78426395	26.67041667	33.56951821	29.78426395	39.85648536	27.63725083	32.69900238	28.90596276	28.00437857	28.05544526	26.29006596	24.71328299	36.81836179	32.02213869	26.83924714	22.83921249	26.73081702	21.20939193	28.57623694	30.70838393	34.35049587	34.13417917	22.2089939	20.90097554
ydaO	13.13769157	10.8212323	6.37039775	8.695255405	8.632808369	4.870123274	11.97107588	5.284660798	6.957495107	8.515852702	12.06895379	8.90616506	12.06895379	9.644536071	7.263798333	7.567022464	10.46584586	10.22567532	6.399398679	9.454078714	7.550191667	10.72262996	9.434988762	10.33518375	5.414404679	6.007009964	5.48265731	9.524874226	5.340668405	5.440708655	5.588668202	7.629024238	7.840216083	8.783495583	8.801262607	11.63590331	10.52503968	10.75783702	9.808254083	5.095379964	8.822401321	8.060495619
ydaQ	10.54771282	12.05069364	8.388748786	14.15551681	12.685424	11.13931989	11.5136256	11.56963996	17.68527857	12.3762799	13.28538639	8.443395393	11.59514294	14.13425107	12.11552562	11.86846154	14.15551681	13.91239164	14.31468726	17.18020064	20.55526177	15.19586168	14.63299174	17.87727912	17.94599029	11.25965449	19.45876552	14.13425107	13.00105408	8.477376714	14.13425107	12.3762799	16.00514774	15.22274258	13.26254089	14.43738877	11.63590331	12.02620863	20.85912661	15.57969568	13.21535842	12.35972114
ydaS	8.574104988	8.695255405	10.8212323	8.237066833	8.90616506	7.121867405	9.682011548	6.993712595	5.972327833	9.904793464	9.052296476	10.36542837	9.768479036	9.947062583	6.598127952	9.682011548	8.282169595	7.872143369	8.655708036	7.263798333	8.675373202	7.609804321	8.675373202	8.29831431	8.783495583	7.85524181	6.780066631	6.565458714	4.716027679	5.529343393	8.368705393	5.882168429	8.039541048	6.272847095	8.845606548	9.661775274	8.995851988	5.153071119	7.888939964	12.88802074	8.714147345	7.141653952
ydaT	17.94599029	14.01153438	6.975668095	15.57969568	8.770819464	10.88921949	10.20745569	10.78010151	17.81737838	9.541321131	11.5136256	12.60648773	14.26207636	14.20710656	16.60452198	12.00412706	15.22274258	15.2973329	17.04098635	8.675373202	22.03856694	12.46022446	10.0888937	15.77372806	9.2979085	8.388748786	12.16478657	9.904793464	12.13881754	13.60333902	9.848827119	5.26456275	13.26254089	11.49850943	10.70190218	12.91191055	14.80520608	10.27805096	11.94759996	12.31099057	14.26207636	14.11025863
ydaU	10.58251754	8.535323202	8.574104988	11.94759996	7.840216083	9.582180619	14.91579456	10.95961851	17.61607694	11.94759996	8.282169595	8.695255405	9.661775274	8.90616506	10.03264179	16.866313	11.28113246	14.13425107	13.45782335	13.86536601	15.42886462	15.25069195	15.5588177	11.55065377	10.38697219	18.2050772	12.685424	11.53178142	12.28545524	8.146757452	11.77761255	10.72262996	9.127261714	12.49734523	8.593818845	9.177218036	13.62961232	5.93431969	11.74105817	19.35991126	8.995851988	8.21910944
ydaV	11.88710805	15.030919	13.23918527	17.27134199	14.73610599	18.30027693	20.85912661	15.83707992	21.05741889	9.31950619	14.83171031	18.68716458	22.73516142	16.48590952	15.05437014	13.13769157	17.74699965	16.9019153	12.3762799	14.23506487	12.82178831	15.46045968	9.127261714	12.1853666	16.71146335	10.70190218	15.05437014	13.1146764	17.04098635	10.06846037	16.18096773	14.85253132	14.52946425	11.19851806	15.7990969	14.70241289	17.3063881	15.8931409	17.3063881	14.45689133	17.18020064	9.72540475
ydaW	7.519716274	6.298643476	6.565458714	7.661999655	6.675095976	7.927641369	9.279685917	7.808619905	9.393855036	11.63590331	5.920296738	8.368705393	8.574104988	9.414112833	6.060894333	8.574104988	9.127261714	6.84177819	6.598127952	6.515578607	9.848827119	10.75783702	7.585714476	9.072400583	6.442820929	7.905766214	7.334047286	8.388748786	5.509123821	7.85524181	8.092783893	7.927641369	6.727440643	6.661056429	7.927641369	7.202863988	7.496313	4.637337202	9.127261714	7.629024238	6.780066631	7.736127071
ydaY	9.127261714	10.75783702	10.33518375	6.333960548	6.957495107	11.7221513	9.337035845	9.904793464	7.840216083	6.287647595	9.947062583	9.2607465	10.36542837	6.209622	6.661056429	6.238760298	7.221906143	8.995851988	6.957495107	7.791913345	7.352574155	6.794990048	8.074936405	10.80328849	8.732716012	5.509123821	11.98799556	6.926462714	10.33518375	8.403755631	7.585714476	7.702653298	8.237066833	6.477371286	5.691692762	8.496720524	5.430752905	6.565458714	6.993712595	6.515578607	5.295647452	9.848827119
ydbA_1	7.456677905	6.579414238	12.22707815	6.313676274	10.2929143	9.947062583	10.18616849	7.840216083	9.279685917	8.845606548	8.464203583	9.177218036	6.477371286	6.417223667	6.565458714	8.060495619	10.78010151	9.947062583	9.867079619	6.760641833	10.14557555	9.214831893	8.61421994	10.9158032	8.002539952	6.993712595	7.29675325	8.632808369	8.146757452	6.007009964	8.403755631	8.204310595	9.541321131	6.37039775	10.33518375	8.925835917	7.98174475	10.58251754	10.74506235	10.18616849	10.8212323	7.42014319
ydbA_2	15.5588177	13.17726581	13.55352487	18.2050772	14.08347226	11.32201425	14.57742036	15.46045968	21.01273107	16.45620419	13.00105408	10.38697219	15.13286283	10.72262996	13.3549654	15.74998062	10.87364365	11.35914611	9.473797738	11.88710805	11.83373998	18.30027693	11.90369608	17.45183277	13.40402921	11.15693276	16.2589117	10.8212323	13.33406751	16.83818823	9.904793464	24.75461107	17.00785136	15.32297405	11.49850943	11.13931989	15.83707992	14.80520608	15.95178175	14.65239857	14.06183402	13.28538639
ydbC	49.38461512	38.10875321	29.42744251	20.27923013	32.49548012	28.0948194	27.27962095	28.47332155	32.02213869	32.69900238	34.4160494	47.97071536	50.89750036	27.49752524	43.47609179	38.68045929	40.12286012	39.74120726	32.86121607	32.69900238	40.32750131	31.34887488	28.62119345	24.48207531	32.3211769	31.30000512	38.17009125	42.22920262	56.32578702	25.10198415	26.88329521	18.50360524	36.02168	20.32224596	29.9389375	23.64337468	51.57408393	33.10854548	48.47824298	63.5694444	33.63395393	44.32789333
ydbD	734.7582952	713.7506143	15.95178175	14.96356211	16.51922699	11.88710805	16.34290904	16.428928	16.60452198	18.36836233	12.05069364	14.11025863	10.2929143	9.337035845	11.55065377	20.83014582	10.40305154	12.06895379	16.03131856	21.89777031	18.16256911	13.86536601	20.16169264	11.39516937	19.81710048	16.57362329	21.72372452	12.62233615	11.77761255	19.42918351	24.23315857	11.55065377	17.0989798	16.54697075	11.19851806	12.09304018	17.74699965	19.53079606	14.73610599	15.10898237	9.706405238	19.9253713
ydbH	28.57623694	24.87351549	24.08607785	20.90097554	19.42918351	24.66561107	17.97267137	18.9041815	18.93057086	20.09125523	21.76620593	32.02213869	24.27982146	18.4361026	19.42918351	20.16169264	20.65872102	25.40730833	21.99036339	12.80417254	19.13454446	16.83818823	19.31775751	23.40557854	17.74699965	17.84283198	13.82466867	11.81729899	16.67805148	15.86448168	22.50832289	10.22567532	24.48207531	19.31775751	24.37092724	18.2050772	23.4915196	24.56758635	27.54300936	17.71481096	20.27923013	23.82411431
ydbJ	11.4796948	7.314640202	10.93903429	7.776372214	7.186871667	10.44219768	5.547613274	7.263798333	5.76157344	8.424534048	7.98174475	10.18616849	7.334047286	8.845606548	6.515578607	12.13881754	11.63590331	7.645547667	7.397238738	8.190293524	7.141653952	7.872143369	10.44219768	12.91191055	12.09304018	6.740609417	12.82178831	9.092903702	10.93903429	8.022480357	8.074936405	6.813153393	8.593818845	7.533712429	9.052296476	9.706405238	8.403755631	8.237066833	7.141653952	6.826954	7.456677905	6.693136631
ydbK	9.826605095	8.714147345	14.33647642	13.65325989	9.092903702	10.48576949	9.473797738	6.313676274	11.13931989	8.022480357	7.872143369	8.881077679	16.62307325	10.74506235	11.4796948	11.53178142	13.62961232	12.80417254	15.32297405	9.867079619	9.214831893	17.24832812	9.808254083	9.604329452	13.07052775	8.074936405	15.7191497	11.65361646	12.93187519	14.41182612	11.32201425	11.35914611	10.22567532	9.143663619	9.928770679	8.753700262	9.888333762	11.0223656	8.424534048	10.26317098	7.334047286	11.61858893
ydbL	6.926462714	6.039983643	12.26370194	16.31659173	8.403755631	10.1083379	10.67749692	7.585714476	11.42099581	15.63564073	9.524874226	11.94759996	9.706405238	9.032634083	18.23830817	12.06895379	13.09465049	10.58251754	13.3823994	11.77761255	12.43573615	10.93903429	15.83707992	10.64053155	18.36836233	11.04167964	9.604329452	10.98158448	7.927641369	7.082613	16.31659173	13.55352487	9.826605095	14.28732277	10.54771282	8.092783893	12.6420884	8.945735143	15.57969568	12.80417254	11.63590331	12.62233615
ydcA	817.8822524	801.3028976	525.3591726	496.9225786	414.2999726	943.7747345	740.1347726	881.6453667	581.8355786	580.2249333	829.4359345	606.2454833	774.4040024	1158.991335	1037.963945	1093.253429	651.4958667	976.4767571	755.8899417	909.260281	660.664975	896.3024357	553.977894	723.4023083	893.8615143	476.8459607	994.4332333	1003.786473	889.2035214	982.3758881	1782.215786	1359.836771	496.9225786	1816.37393	550.7127238	722.3478476	834.89985	922.5253048	916.8380167	1428.044293	1037.963945	794.6708702
ydcC	6.727440643	7.281475417	4.716027679	8.388748786	7.375974012	5.068772917	6.384092857	6.94333756	7.456677905	9.888333762	5.26456275	6.161507905	6.22539175	9.867079619	6.926462714	9.015214857	6.060894333	8.464203583	8.732716012	7.567022464	7.85524181	9.947062583	9.375069214	8.022480357	8.675373202	8.282169595	4.839728488	9.888333762	5.847510321	10.18616849	7.164168083	10.95961851	9.975052357	11.35914611	5.945241964	7.905766214	8.593818845	10.52503968	7.629024238	5.958320726	7.082613	6.888443726
ydcD	4.588233929	4.588233929	4.99191275	4.588233929	4.53432175	4.99191275	5.18295994	4.81199519	4.466969357	4.81199519	4.823405833	4.665226595	4.637337202	4.466969357	4.588233929	4.944238821	5.26456275	4.89836819	4.637337202	4.944238821	4.53432175	4.466969357	4.637337202	4.53432175	4.798374976	4.588233929	4.870123274	4.779491655	4.637337202	5.18295994	4.588233929	4.759412571	4.665226595	4.637337202	4.696829369	4.53432175	4.466969357	4.588233929	4.823405833	4.466969357	4.759412571	4.823405833
ydcE	5.401023714	5.284660798	5.837115333	6.260118631	5.825602643	6.431925583	6.161507905	6.399398679	6.132715119	5.023950631	5.220239976	5.616956274	7.164168083	5.169830202	6.727440643	6.905958607	6.132715119	6.399398679	6.417223667	6.548482619	6.515578607	5.78473144	7.609804321	7.679450738	6.760641833	6.888443726	7.550191667	5.616956274	6.161507905	6.104084488	5.007625833	8.29831431	6.565458714	5.746731179	6.007009964	6.579414238	6.399398679	5.945241964	6.84177819	6.926462714	5.521334821	6.384092857
ydcF	757.9727286	700.5429762	900.9561393	596.1331155	856.48055	724.4173369	742.1574429	828.5542167	822.0356595	919.3339179	734.7582952	399.340869	604.6892429	525.3591726	810.9936714	673.8415619	867.2922131	689.7463905	831.4933083	620.1339381	437.2831976	510.788381	1133.685693	1271.073395	630.4964762	827.5210321	669.0611702	752.4777655	690.5834179	656.7817119	988.994206	536.0043345	628.0369238	1239.95629	524.6782595	757.9727286	692.3993048	580.2249333	841.4049393	803.948175	436.3611071	475.3042083
ydcH	590.947281	549.341719	721.5032881	338.0825655	603.8907179	678.2885167	651.4958667	606.2454833	687.9775536	599.0861012	1334.778146	388.7465476	573.7653095	932.4328583	807.2974964	622.1865893	1424.633202	1121.203461	300.9730905	484.4863869	613.5240988	646.4691798	385.8413071	502.7766869	454.8744298	407.9596119	847.9572179	536.7330607	617.5860476	626.9013798	735.820519	303.6366655	802.9797655	586.190206	339.2948417	489.6225321	670.6985012	432.7571917	547.0517429	588.6283679	788.1982714	536.7330607
ydcI	865.1291452	897.7625988	921.4250833	612.3968595	747.7585679	507.8252679	709.5308893	1231.107608	949.402619	715.732306	1631.220476	936.1866798	1612.172538	720.7007345	576.2137476	1070.731377	208.0092845	106.2674212	1434.811649	949.402619	450.1622345	1115.433652	216.4216667	404.4317131	1232.55799	717.6389048	1388.505504	1015.866621	1021.157874	1642.955893	1343.881188	1763.391881	1392.359789	1220.374465	351.1473238	1833.476798	919.3339179	886.6251548	1181.860914	606.2454833	1013.078774	857.6900036
ydcJ	138.6760893	135.3327729	239.6202798	218.8072906	134.5053794	87.76987964	190.7666827	200.098847	168.0236956	148.5018632	170.7045321	297.4197369	151.9129471	176.2831714	93.20385357	117.0551302	104.4329852	76.25797143	173.5123733	121.208833	203.1707488	186.5108726	83.24756857	172.229046	170.0881649	113.6654902	161.4324336	140.8504835	152.8603552	151.0053329	95.2336425	109.0655183	254.5266107	218.8072906	133.0284248	208.6135333	104.1696045	126.1932283	63.11406738	64.43387226	236.3929477	69.36101131
ydcK	116.1938999	114.9662467	321.2782786	1097.396242	252.697675	140.5514763	294.1547679	256.8495274	136.7771714	218.4124083	79.26384214	215.2208319	153.0742857	78.18240429	132.7928486	150.7147425	174.6371998	99.77917583	499.9494536	165.5508387	330.0642524	186.2136845	311.1657631	307.9430869	255.3970655	231.2694304	135.3327729	212.6388679	208.9727714	162.1234224	154.0174338	156.6286482	174.6371998	288.6345631	504.0575976	64.98986357	177.4843975	189.0480167	67.60926595	97.20056417	166.1940732	120.7024956
ydcL	1784.292845	1746.372631	2724.306452	8046.122548	1587.598165	4799.697631	2638.005131	5488.570845	1488.65201	2501.61575	1278.50786	1741.76389	1988.435702	1350.783017	1649.436845	2032.692071	1093.253429	1368.050131	7812.881631	2876.042583	4542.08475	2263.10244	1867.887988	1912.893583	5462.253917	2494.246964	2432.434488	2614.586429	3292.877429	2383.45731	2614.586429	2647.86569	2899.663786	4729.20744	4874.918762	842.3970167	1925.847012	2719.198202	1791.428393	2069.31594	1717.720475	1816.37393
ydcM	404.4317131	407.9596119	392.1703298	297.9267333	335.3378393	352.6625631	366.9494833	329.5620083	374.4462548	375.698325	514.9392988	405.036406	341.4853619	630.4964762	423.3795976	288.18745	397.3167417	429.1213214	496.9225786	521.897175	244.9532036	428.3247286	512.7059774	385.307356	550.7127238	361.9539	440.4553179	434.6631762	399.9882976	404.4317131	344.5478964	207.6742798	271.8118607	200.8115202	310.1218321	629.6883655	422.7719071	424.0539286	297.9267333	465.8886548	774.4040024	371.4521417
ydcN	411.2255893	425.356931	304.2270631	351.5654679	401.1771952	379.4233274	353.2968512	370.3796036	365.7504202	335.3378393	360.1773714	316.3233119	365.2201631	450.7903298	526.0479607	343.3101583	668.1766381	532.251525	311.8136143	444.6186464	322.444019	381.2420345	430.6337274	420.7622762	447.2018274	449.483356	407.9596119	409.1933702	296.343569	425.8900619	368.1111917	375.0540012	446.3061452	277.6982048	433.8543405	711.9928845	503.3375131	424.6721702	433.8543405	391.6388976	410.5051167	515.4858845
ydcO	278.8041667	290.1210119	198.525931	269.3645762	231.2694304	281.8742345	215.6697988	247.4217786	246.2946464	204.2605726	224.1653417	190.7666827	313.3903976	141.6297086	428.3247286	263.6407512	1037.963945	274.2909012	232.6878881	355.4651929	208.9727714	241.7235	289.5778667	397.3167417	178.7369751	328.8917905	180.9843161	314.6070071	215.2208319	259.0124798	267.522706	142.3445193	182.5769737	172.6065119	244.9532036	133.9072789	218.4124083	269.8191679	162.5507611	298.4079476	116.5001376	271.3812964
ydcP	853.5808345	906.2708167	522.5614798	353.2968512	439.2309762	745.9010607	486.309206	737.1714238	712.8669155	512.7059774	478.9710155	592.6356464	618.5008798	1273.23161	710.4094619	763.202775	533.411644	563.1939643	456.7724024	738.2318714	563.1939643	724.4173369	526.8469524	584.1455155	608.5874929	520.4056667	798.1271631	702.1694119	731.7406381	895.0270881	860.6846536	603.8907179	630.4964762	480.44165	374.4462548	745.9010607	724.4173369	764.0537274	603.8907179	491.1177167	582.4911274	541.2869798
