feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
ydiZ	ResistanceType	No	-0.123850180930293	0.0351513796358523	0.0243765315512006	0.159666281660364	CPLM	1.99	6	6	0
yqjK	ResistanceType	No	-0.102669039632834	0.0293215362036919	0.0248626163028279	0.160839641267677	CPLM	1.99	6	6	0
ryhA	ResistanceType	No	0.19260557009309	0.0552777335910876	0.0252525887748163	0.16137020143907	CPLM	1.01	6	6	0
gapC_2	ResistanceType	No	-0.0989837941445638	0.0289531936440148	0.0268108786913614	0.167248814693731	CPLM	1.99	6	6	0
stpA	ResistanceType	No	0.0915707193845077	0.0267556470759596	0.0267192352450157	0.167248814693731	CPLM	1.01	6	6	0
yhiD	ResistanceType	No	-0.27343823305364	0.0805716154392039	0.0274354532659441	0.169131500133585	CPLM	1.99	6	6	0
csgA	ResistanceType	No	0.136920384685484	0.0410615986401523	0.0289835214973001	0.175105239096678	CPLM	1.01	6	6	0
glpQ	ResistanceType	No	0.158579546790727	0.0480939281130104	0.0300096047935694	0.175105239096678	CPLM	1.01	6	6	0
hisQ	ResistanceType	No	0.0953034268771746	0.0290277191217801	0.0304094976293849	0.175105239096678	CPLM	1.01	6	6	0
sufB	ResistanceType	No	-0.0665609260914296	0.0201656494363666	0.0299135586854605	0.175105239096678	CPLM	1.99	6	6	0
ybaS	ResistanceType	No	-0.195160476435177	0.0594187643301708	0.0303722137153088	0.175105239096678	CPLM	1.99	6	6	0
yliH	ResistanceType	No	-0.315950120412889	0.0950688208980456	0.0292858754089301	0.175105239096678	CPLM	1.99	6	6	0
ryeE	ResistanceType	No	0.155051083258819	0.0480573693865213	0.0320857062954729	0.182749022813346	CPLM	1.01	6	6	0
aidB	ResistanceType	No	-0.145154932675488	0.0490392041842824	0.0415553703572101	0.182985577145829	CPLM	1.99	6	6	0
argE	ResistanceType	No	0.0997245000519928	0.0343000251205344	0.043791233319958	0.182985577145829	CPLM	1.01	6	6	0
argI	ResistanceType	No	0.149474625247625	0.0499313060711071	0.0401947656540504	0.182985577145829	CPLM	1.01	6	6	0
arpB_1	ResistanceType	No	-0.221498691490734	0.0714512419126336	0.0362211889158762	0.182985577145829	CPLM	1.99	6	6	0
artJ	ResistanceType	No	0.0870136743316742	0.029234428681849	0.0408838416435463	0.182985577145829	CPLM	1.01	6	6	0
chaC	ResistanceType	No	-0.0873311684305705	0.0292261018943797	0.0404130149169515	0.182985577145829	CPLM	1.99	6	6	0
ffs	ResistanceType	No	0.12398125833715	0.0417467545392462	0.0411507436337354	0.182985577145829	CPLM	1.01	6	6	0
frdC	ResistanceType	No	-0.0793594333445799	0.0265837241558645	0.0405273424830867	0.182985577145829	CPLM	1.99	6	6	0
gapC	ResistanceType	No	-0.099907344908094	0.0313945228731575	0.0334609557939861	0.182985577145829	CPLM	1.99	6	6	0
gltJ	ResistanceType	No	0.124302873711943	0.0404227806448357	0.0371092433506166	0.182985577145829	CPLM	1.01	6	6	0
gltK	ResistanceType	No	0.125241400664245	0.0416606069827303	0.0396974346576409	0.182985577145829	CPLM	1.01	6	6	0
groS	ResistanceType	No	0.094725328751323	0.0308335694659339	0.0372149508627124	0.182985577145829	CPLM	1.01	6	6	0
hdeB	ResistanceType	No	-0.146243241751408	0.0456910860633605	0.0328790133124138	0.182985577145829	CPLM	1.99	6	6	0
htpG	ResistanceType	No	0.120826096020705	0.0392007457310595	0.0368512240789201	0.182985577145829	CPLM	1.01	6	6	0
ibpA	ResistanceType	No	0.0997780552930644	0.0338440634603428	0.0420458115205975	0.182985577145829	CPLM	1.01	6	6	0
nagE	ResistanceType	No	0.115824937577187	0.0397344648363259	0.0434613019570439	0.182985577145829	CPLM	1.01	6	6	0
ompF	ResistanceType	No	0.295519410191404	0.0974256474310399	0.0386559268673053	0.182985577145829	CPLM	1.01	6	6	0
pyrB	ResistanceType	No	0.132349881382223	0.045596026849845	0.0440003487030048	0.182985577145829	CPLM	1.01	6	6	0
pyrI	ResistanceType	No	0.121320449327238	0.0405478762215468	0.0402573432762761	0.182985577145829	CPLM	1.01	6	6	0
