feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
aspC	ResistanceType	No	0.0960503264170076	0.0271161873860785	0.0239664602966486	0.203714912521513	CPLM	1.01	6	6	0
yibT	ResistanceType	No	-0.107684895174984	0.03039438703171	0.0239504397228129	0.203714912521513	CPLM	1.99	6	6	0
yiiT	ResistanceType	No	-0.121130601915066	0.0339265220992624	0.0233677808299227	0.203714912521513	CPLM	1.99	6	6	0
yodD	ResistanceType	No	-0.247561084348498	0.0697983666230123	0.0238670087204878	0.203714912521513	CPLM	1.99	6	6	0
bacA	ResistanceType	No	0.13453664114731	0.0381485413509177	0.0243037802235378	0.204753971440779	CPLM	1.01	6	6	0
IS092	ResistanceType	No	-0.0810625972696639	0.023122126051396	0.0247647863050101	0.206807689143594	CPLM	1.99	6	6	0
metA	ResistanceType	No	0.132058193457907	0.0381375536662103	0.025754735261528	0.209330949442441	CPLM	1.01	6	6	0
sra	ResistanceType	No	-0.18564108934868	0.0537381620897133	0.0259464832292101	0.209330949442441	CPLM	1.99	6	6	0
yiiS	ResistanceType	No	-0.121605215487301	0.0351169821679859	0.0257505255487427	0.209330949442441	CPLM	1.99	6	6	0
yobD	ResistanceType	No	0.140660179881014	0.0406915761731261	0.0258946592772596	0.209330949442441	CPLM	1.01	6	6	0
mipA	ResistanceType	No	0.0959597150489769	0.0281070518869182	0.0269262125461396	0.213614619532708	CPLM	1.01	6	6	0
serX	ResistanceType	No	0.153086763209137	0.0448248115235915	0.0268979175213935	0.213614619532708	CPLM	1.01	6	6	0
selC	ResistanceType	No	0.126553403908109	0.037210597475023	0.0272521001204964	0.214413217476963	CPLM	1.01	6	6	0
dapE	ResistanceType	No	0.119058062604156	0.0351783790333997	0.0276724518073073	0.21587659456018	CPLM	1.01	6	6	0
xseA	ResistanceType	No	0.114575487669773	0.0339394817610997	0.0278916188349813	0.21587659456018	CPLM	1.01	6	6	0
cysM	ResistanceType	No	0.0996281526223409	0.0296773008881449	0.0283824506263046	0.217903975776145	CPLM	1.01	6	6	0
